LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC%,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
Marfi1,Marasmius fiardii,Marfi1,1124,59447912,1003,2397503,5124,52889.60,43,324224,255,41968,44.94,0,2,0
MarPMI226,Mariannaea sp.,MarPMI226,35,42252145,2411,5532987,510150,1207204.14,5,2938680,15,970319,48.56,0,0,0
Marpt1,Martensiomyces pterosporus,Marpt1,529,19815802,1022,320745,11456,37458.98,51,117925,205,18053,54.32,0,1,0
Maseb1,Massarina eburnea,Maseb1,233,38236937,1018,2745299,6488,164107.03,10,1569281,35,275284,47.92,0,7,5
Masph1,Massariosphaeria phaeospora,Masph1,57,42105601,2092,2976207,578537,738694.75,11,1343746,30,552281,50.34,0,0,15
MecolCla_1,,MecolCla_1,1366,184873583,3472,1164087,67454,135339.37,196,300585,612,96899,41.46,0,9,10
Meimi1,Meira miltonrushii,Meimi1,32,17383515,1039,4959770,36087,543234.84,2,4542697,5,1273998,42.86,1,3,1
Melap1finSC_191,Melampsora allii-populina,Melap1finSC_191,3637,335730080,631,1285944,44487,92309.62,440,191398,2188,35536,40.00,0,7,11
Melbi2,Hyaloscypha bicolor,Melbi2,206,82384847,1000,6473820,2816,399926.44,14,1976469,42,534213,38.50,1,13,10
Melbro1,Melanogaster broomeanus,Melbro1,1176,49614189,1005,1393337,6763,42188.94,63,196329,348,25846,49.20,0,4,5
Melen1,Melanotaenium endogenum,Melen1,87,19167872,1108,1575604,8240,220320.37,9,974736,20,497531,45.40,7,17,18
Melli1,Melampsora lini,Melli1,21310,189516653,200,239780,1153,8893.32,1797,31529,6616,6293,35.16,2,30,38
MelPMI1271_1,Hyaloscypha sp.,MelPMI1271_1,711,62840624,1045,1792526,28964,88383.44,73,236942,292,44250,45.69,0,5,11
Melpu1,Melanomma pulvis-pyrius,Melpu1,1754,42094923,1001,279762,7290,23999.39,205,64290,698,15360,50.75,0,8,13
Melsp1,Melanconium sp.,Melsp1,100,58516921,1003,5423018,88216,585169.21,9,1935326,31,470692,47.84,0,8,6
Melti1,Melanospora tiffanyae,Melti1,420,28361249,1004,613828,23284,67526.78,50,173006,175,36930,49.71,0,0,2
Meltu1,Melanops tulasnei,Meltu1,24,29236165,5224,5369214,884707,1218173.54,4,2923614,11,1156961,55.28,0,0,6
Melva1,Hyaloscypha variabilis,Melva1,93,55857776,1064,2899349,73395,600621.25,11,2140165,30,592683,47.56,2,19,14
Mereb1,Meredithblackwellia eburnea,Mereb1,52,30684950,1007,3960061,142385,590095.19,7,1330233,19,627130,50.75,4,12,9
Mersum1,Meripilus sumstinei,Mersum1,202,32757303,1222,4169809,14649,162164.87,7,1714278,25,230629,47.94,0,2,3
Metac1,Metarhizium acridum,Metac1,241,39422329,1003,1836718,98137,163578.13,36,329480,125,90687,48.17,0,4,1
Metal1,Metarhizium album,Metal1,247,30361122,1001,3946332,2530,122919.52,9,1086596,37,219849,52.32,0,3,1
Metani1,Metarhizium anisopliae,Metani1,74,38504274,1002,5411467,31358,520328.03,6,2048875,19,627634,50.71,0,5,3
Metbi1,Metschnikowia bicuspidata,Metbi1,48,16055203,2018,5390915,2939,334483.40,3,2544904,7,691898,46.73,0,0,0
Metbr1,Metarhizium brunneum,Metbr1,91,37016100,1008,7151295,57898,406770.33,6,1825569,25,363963,51.41,0,0,3
Metfru2,Metschnikowia pulcherrima,Metfru2,8430,24482224,204,227010,2040,2904.18,1816,3784,6070,1393,45.52,0,3,10
Metgui1,Metarhizium guizhouense,Metgui1,561,43436776,1016,2695598,8285,77427.41,20,554408,132,53482,49.61,1,7,5
Metma1,Metarhizium majus,Metma1,1133,41974566,1000,2024915,2896,37047.28,27,364403,204,25044,50.97,0,4,3
Metri1,Metarhizium rileyi,Metri1,377,31982430,1000,2401918,2162,84834.03,12,886790,47,161327,49.36,1,8,9
Metro1,Metarhizium robertsii,Metro1,90,41656800,1177,7409503,23751,462853.33,4,4491770,11,1175871,48.18,0,0,0
Meygui1,Meyerozyma guilliermondii,Meygui1,9,10609954,23890,2092950,1224156,1178883.78,3,1701016,7,887468,43.62,0,0,0
Micbo1,Microdochium bolleyi,Micbo1,173,38835037,1024,4328376,14772,224479.98,6,1332594,29,245288,57.05,0,15,10
Micca1,Microsporum canis,Micca1,16,23241642,7026,3830334,1401886,1452602.62,4,2919762,7,2028056,47.26,0,0,0
Micin1,Microbotryum intermedium,Micin1,24,23461035,16897,2982376,1006473,977543.12,6,1644950,13,1002499,55.67,4,10,11
Micld1,Microbotryum lychnidis-dioicae,Micld1,1231,26138885,500,867920,908,21233.86,42,185029,164,35749,53.45,0,3,4
Micmi1,Microthyrium microscopicum,Micmi1,58,37120801,1003,4545044,2179,640013.81,6,2506003,14,1141360,43.43,1,6,3
Microd1,Microdiplodia sp.,Microd1,168,38428995,2550,1412708,113226,228744.02,21,629544,74,161667,48.88,1,4,19
Mictr1,Microascus trigonosporus,Mictr1,13,36100005,1478,5534595,3124063,2776923.46,4,4340346,9,2423541,56.04,0,2,0
Mitdap1,Mitosporidium daphniae,Mitdap1,612,5636959,500,115468,1639,9210.72,51,32031,202,5680,42.99,0,3,2
Mixos1,Mixia osmundae,Mixos1,156,13634488,200,2325249,286,87400.56,5,1194905,12,412410,55.24,1,7,2
Moeaph1,Moesziomyces aphidis,Moeaph1,42,17921702,1116,2380867,426622,426707.19,7,713260,20,465637,60.50,1,5,4
Moeli1,Moelleriella libera,Moeli1,79,30816562,1011,4538731,47027,390083.06,8,1278960,25,459916,53.62,0,5,6
Monha1,Dactylellina haptotyla,Monha1,1279,39531920,200,937461,1616,30908.46,58,190205,204,42552,45.22,0,3,1
Monili2,Moniliella sp.,Monili2,60,25920869,1329,1467838,402404,432014.48,13,792570,35,352478,62.24,0,1,17
Monpe1_1,Moniliophthora perniciosa,Monpe1_1,14868,18411357,200,24044,1077,1238.32,4138,1506,11023,682,47.88,0,16,9
Monpu1,Monascus purpureus,Monpu1,296,23439871,1013,386518,55033,79188.75,55,137837,172,44394,48.99,0,0,1
Monru1,Monascus ruber,Monru1,320,24798814,1032,498644,39648,77496.29,49,153832,153,43087,48.89,0,10,2
Moramb1,Actinomortierella ambigua,Moramb1,32,39110494,23262,4947950,106209,1222202.94,6,3392922,12,1144844,50.10,0,0,0
Morel2,Linnemannia elongata,Morel2,473,49863165,1003,1526291,5336,105418.95,31,517143,107,105368,47.91,0,0,0
Morimp1,Morchella importuna,Morimp1,338,48802685,1019,1990128,18776,144386.64,27,605798,90,107093,46.20,0,3,2
Mormul1,Gamsiella multidivaricata,Mormul1,217,37665308,1089,1103859,96780,173572.85,35,369630,109,96780,49.07,0,0,1
Morsel1,Lunasporangiospora selenospora,Morsel1,148,58908403,4877,12944077,46554,398029.75,5,4014929,19,133245,47.98,0,1,0
Morwol1,Actinomortierella wolfii,Morwol1,12,36602364,16208,6151318,3380693,3050197.00,4,4652973,8,2595552,47.03,0,0,0
Mrafri1,Mrakia frigida,Mrafri1,118,28159101,1096,1372035,53202,238636.45,15,718778,41,229612,54.18,0,3,2
MroMCA2997_1,Moniliophthora roreri,MroMCA2997_1,3062,52057512,406,571142,6067,17001.15,271,48275,1450,6502,46.94,0,3,2
Mucam1,Mucor ambiguus,Mucam1,1283,40737472,1002,539271,4184,31751.73,111,114399,373,26162,31.73,0,1,3
Mucci2,Mucor lusitanicus,Mucci2,26,36587022,2292,6050249,423239,1407193.15,4,4318338,9,1074709,42.17,2,9,2
Muccir1_3,Mucor lusitanicus,Muccir1_3,24,36817399,3101,5640055,809647,1534058.29,4,4574267,10,1003794,42.18,0,0,5
Muccirc1,Mucor circinelloides,Muccirc1,470,36348485,1019,664271,53233,77337.20,82,140649,242,51000,37.08,0,3,2
Mucend1,Mucor endophyticus,Mucend1,159,34997769,1001,4526514,1962,220111.75,8,1956696,20,574670,33.84,0,1,5
Mucfus1,Mucor fuscus,Mucfus1,3819,40604092,1000,142331,3825,10632.13,457,27310,1805,4298,36.12,0,5,4
Muclan1,Mucor lanceolatus,Muclan1,1531,43423002,1002,681329,4284,28362.51,88,141562,388,13186,33.94,0,1,3
Mucmuc1,Mucor mucedo,Mucmuc1,456,46091836,1012,776906,60750,101078.59,68,202377,230,60421,36.71,0,2,7
Mucrac1,Mucor racemosus,Mucrac1,3506,46924235,1000,161863,7851,13383.98,574,24904,1810,7146,32.17,0,3,4
Muloch1,Multifurca ochricompacta,Muloch1,772,54697930,1037,2313629,26891,70852.24,68,169041,367,30095,48.29,0,0,0
Mutel1,Mutinus elegans,Mutel1,1095,52778615,1001,1422785,13135,48199.65,92,141275,401,28202,40.64,0,0,2
Mycafr1,Mycotypha africana,Mycafr1,40,29202882,3597,3824878,199883,730072.05,6,1963265,13,579665,38.25,0,0,4
Myceu1,Pseudocercospora eumusae,Myceu1,2626,47119461,500,849494,2574,17943.44,114,112124,643,8220,47.89,1,20,29
,Pseudocercospora fijiensis,Mycfi2,56,74141167,3094,11880248,82815,1323949.41,5,5901819,14,1006785,44.92,3,6,9
Mycgal1,Mycena galopus,Mycgal1,1364,211361780,1247,3646584,38829,154957.32,110,490861,526,74135,51.04,0,0,8
Mycgr3,Zymoseptoria tritici,Mycgr3,21,39686251,409213,6088797,1624292,1889821.48,6,2674951,14,773098,52.13,20,21,20
Mycind1,Mycotypha indica,Mycind1,63,33092329,4576,5637546,39105,525275.06,6,1874601,17,581269,41.30,0,0,0
Myrdu1,Myriangium duriaei,Myrdu1,16,25685045,89342,4229277,1483895,1605315.31,5,1862757,12,1275223,52.21,9,13,11
Myrian1,Myriangiaceae sp.,Myrian1,26,24765939,1019,2589742,915276,952536.12,7,1519797,15,652165,52.64,0,1,13
Myrin1,Myrothecium inundatum,Myrin1,62,39207821,1083,5517904,42949,632384.21,6,2013236,18,831614,50.95,0,0,0
Mytre1,Mytilinidion resinicola,Mytre1,73,47275052,1040,3453937,362046,647603.45,10,1675696,30,498988,49.94,0,12,7
Myxme1,Myxozyma melibiosi,Myxme1,24,15330035,4670,4024718,487974,638751.46,5,902957,14,449708,51.53,0,0,0
Nadfu1,Nadsonia fulvescens,Nadfu1,20,13746944,1040,2480304,729087,687347.20,4,1627684,9,802916,39.07,0,0,0
Nagvi1,Naganishia vishniacii,Nagvi1,38,19679091,2184,1840649,412918,517870.82,8,1080776,19,412918,52.86,8,14,14
Naifl1,Classicula fluitans,Naifl1,1417,52667713,1000,821235,7097,37168.46,100,159752,438,19446,43.98,0,1,3
Nakbac1,Cylindricascospora bacillispora,Nakbac1,36,10993726,2065,1222136,11052,305381.28,6,811560,13,313665,36.02,0,0,0
Nakdel1,Nakaseomyces delphensis,Nakdel1,28,10932331,1534,1336565,210915,390440.39,5,1014225,11,382399,38.61,0,0,1
Nakwi1,Nakazawaea wickerhamii,Nakwi1,131,10857285,200,2546712,308,82880.04,5,844410,17,172668,34.98,0,0,0
Nangy1,Nannizzia gypsea,Nangy1,18,23249403,2855,5365613,874323,1291633.50,3,3227799,8,1025350,48.15,0,0,1
Naose1,Naohidea sebacea,Naose1,124,20431960,1000,2017419,4517,164773.87,9,848348,24,283931,48.89,0,0,0
Nauca1,Naumovozyma castellii,Nauca1,10,11219539,468474,3019861,835708,1121953.90,3,1245273,8,699326,36.76,0,0,0
Nauda1,Naumovozyma dairenensis,Nauda1,11,13527580,696134,2054635,1184459,1229780.00,5,1230053,10,782356,34.04,0,0,0
Necha2,Fusarium vanettenii,Necha2,209,51286497,865,4937060,37492,245389.94,10,1255602,56,96667,50.73,1,13,6
Necsp1,Nectriopsis sporangiicola,Necsp1,35,25479315,17935,2459963,506813,727980.43,8,1273766,20,440554,47.51,0,0,0
Nemdi1,Nematocida displodere,Nemdi1,42,3066400,567,651558,9471,73009.52,3,440850,13,61390,49.09,0,0,0
Nempa1,Nematocida parisii,Nempa1,65,4071346,506,954566,771,62636.09,3,649559,7,165274,34.07,0,0,0
Neodi1,Neonectria ditissima,Neodi1,677,45719213,503,687738,29809,67532.07,95,153409,300,43693,50.84,0,10,9
Neofi1,Aspergillus fischeri,Neofi1,639,32100396,1000,6287576,1472,50235.36,4,2929192,10,1027979,49.41,0,0,0
Neoirr1,Neolecta irregularis,Neoirr1,7101,14591686,133,131778,261,2054.88,225,16004,1684,832,44.17,0,7,17
Neole1,Neolentinus lepideus,Neole1,331,35640188,1008,1528150,20805,107674.28,30,361006,108,85451,49.03,0,1,1
Neopa1,Neofusicoccum parvum,Neopa1,1297,42592847,202,480852,13170,32839.51,149,83561,535,19597,56.67,0,0,0
Neosp1,Neocallimastix californiae,Neosp1,1819,193032486,209,1837611,17153,106120.11,134,443414,530,48751,18.17,0,3,8
Neucr2,Neurospora crassa,Neucr2,20,41037538,1646,9798893,125404,2051876.90,3,6000761,7,4218384,48.20,6,7,7
Neudi1,Neurospora discreta,Neudi1,176,37302679,1678,4845008,16091,211947.04,6,2306035,21,191329,49.29,0,8,0
Neute_matA2,Neurospora tetrasperma,Neute_matA2,81,39146357,2087,9915204,4250,483288.36,3,5681182,7,3880875,48.59,5,6,6
Niavib1,Nia vibrissa,Niavib1,1114,26355186,1008,1616226,4287,23658.16,60,92917,346,10373,48.32,0,4,1
Nieex1,Niesslia exilis,Nieex1,34,35381739,1078,4092082,721435,1040639.38,6,2225799,19,677196,54.66,0,6,7
Nosap1,Vairimorpha apis,Nosap1,554,8569501,335,154531,10676,15468.41,90,24319,324,8634,18.65,0,2,1
Nosbo1,Nosema bombycis,Nosbo1,1607,15689776,525,571059,2964,9763.40,47,57394,753,3186,28.20,0,3,2
Nosce1,Vairimorpha ceranae,Nosce1,5465,7860219,500,65607,648,1438.28,470,2902,3987,567,25.27,0,19,17
Obbri1,Obba rivulosa,Obbri1,712,34037596,1010,721539,19191,47805.61,85,118366,303,28117,53.48,0,1,0
Obemuc1,Obelidium mucronatum,Obemuc1,905,49458483,1056,1115896,19291,54650.26,68,189008,434,20198,44.86,0,0,18
Ogapa1,Ogataea parapolymorpha,Ogapa1,7,8874589,955766,1515570,1293628,1267798.43,4,1293628,7,955766,47.84,0,0,0
Oidma1,Oidiodendron maius,Oidma1,100,46426256,2028,6606482,39183,464262.56,8,1952282,24,517702,46.93,0,2,0
Olpbor1,Olpidium bornovanus,Olpbor1,13525,28245108,1000,13820,1797,2088.36,4329,2257,11009,1254,58.70,0,13,8
Ompol1,Omphalotus olearius,Ompol1,868,28145093,1001,949751,3560,32425.22,37,199357,219,22541,47.13,0,3,1
Ophau1,Ophiocordyceps australis,Ophau1,594,23324075,1005,427808,8587,39266.12,59,112405,214,27290,52.92,0,3,2
Ophca1,Ophiocordyceps camponoti-rufipedis,Ophca1,2205,21899844,1000,146677,4081,9931.90,279,23109,1108,4036,56.10,1,19,20
Ophdi1,Ophiobolus disseminans,Ophdi1,72,41683814,1060,3205111,269698,578941.86,12,1308939,29,518827,51.29,2,9,9
Ophnu1,Ophiostoma novo-ulmi,Ophnu1,8,31784886,2531247,6937932,3419703,3973110.75,3,3669772,7,2758224,50.07,3,5,6
Ophpi1,Ophiostoma piliferum,Ophpi1,3462,27257965,303,244303,1894,7873.47,244,28246,1243,3659,53.43,0,11,14
Ophpic1,Ophiostoma piceae,Ophpic1,45,32840360,10530,4381405,414159,729785.78,8,1451997,26,385131,52.81,0,2,1
OphPMI507_1,Ophiostoma sp.,OphPMI507_1,16,38805065,18949,5502770,3040841,2425316.56,5,3291774,11,1127373,53.04,0,0,0
Ophsi1,Ophiocordyceps sinensis,Ophsi1,23,110880992,1768,23284981,652132,4820912.70,3,18163664,7,3914182,45.10,0,5,6
Ophun1,Ophiocordyceps kimflemingiae,Ophun1,2536,23913698,499,167401,2522,9429.69,251,27475,988,4717,55.50,0,16,4
Ordco1,Ordospora colligata,Ordco1,15,2290528,5456,299546,184214,152701.87,5,228601,9,137000,38.52,0,0,0
Orpsp1_1,Orpinomyces sp.,Orpsp1_1,32574,100954185,1040,23289,2623,3099.23,10167,3373,26394,1829,17.00,0,45,45
Oudmuc1,Mucidula mucida,Oudmuc1,1386,61732987,1052,2154531,17838,44540.39,107,122565,725,17195,50.03,0,0,8
Pacta1_2,Pachysolen tannophilus,Pacta1_2,198,12597116,357,2514465,928,63621.80,3,1751653,7,1081017,29.36,0,1,0
Paevar1,Paecilomyces variotii,Paevar1,86,30105809,1596,4973630,21650,350067.55,5,1732371,17,349890,46.71,0,1,0
Panpap1,Panaeolus papilionaceus,Panpap1,79,50889730,1434,3436105,199325,644173.80,11,1820100,32,450910,46.80,0,0,0
Panru1,Panus rudis,Panru1,682,36358364,1005,710607,18858,53311.38,68,147567,269,36411,48.98,0,2,1
Panst_KUC8834_1_1,Panellus stipticus,Panst_KUC8834_1_1,1562,53167499,1001,590001,12339,34038.09,181,84026,653,21179,36.29,0,2,2
Panst_LUM_1_1,Panellus stipticus,Panst_LUM_1_1,379,57176556,3524,2186968,55262,150861.63,32,388613,196,52248,53.33,0,1,15
Papla1,Papiliotrema laurentii,Papla1,24,19510785,3183,3197649,858347,812949.38,5,1591375,11,1004614,56.18,0,1,15
Parbra1,Paracoccidioides brasiliensis,Parbra1,57,29952540,2271,3931613,103950,525483.16,5,2149514,15,338417,43.63,0,1,4
Parlu1,Paracoccidioides lutzii,Parlu1,110,32925248,4883,2221074,77973,299320.44,12,1028461,40,158477,42.43,0,1,4
Parpar1,Parasitella parasitica,Parpar1,450,32767132,1010,583194,20467,72815.85,54,198681,165,60334,37.15,0,0,0
Parpo1,Parauncinula polyspora,Parpo1,495,28016241,966,354858,36067,56598.47,87,98897,294,25733,46.43,0,1,0
Parsa1,Paramicrosporidium saccamoebae,Parsa1,221,7166071,3020,257252,16274,32425.66,29,69936,115,15052,47.47,0,0,0
Parsed1,Paraphysoderma sedebokerense,Parsed1,379,27876074,1005,954334,11094,73551.65,31,239846,116,67450,41.22,0,15,10
Parsp1,Paraphaeosphaeria sporulosa,Parsp1,61,38464024,1010,5402283,15872,630557.77,5,3130344,14,943674,52.83,1,3,3
Patat1,Patellaria atrata,Patat1,127,28693344,1086,3585016,4539,225931.84,8,1466072,25,317332,45.68,0,0,2
Paxam1,Paxillus ammoniavirescens,Paxam1,1194,35762581,1000,1215937,9051,29951.91,84,90347,486,13438,48.65,0,3,1
Paxin1,Paxillus involutus,Paxin1,2681,58301126,2000,2811131,3387,21746.04,29,381094,823,6382,42.27,0,2,2
Paxru2,Paxillus adelphus,Paxru2,1671,64458135,1008,585930,11177,38574.59,165,109939,630,24081,45.47,0,3,1
Penant1,Penicillium antarcticum,Penant1,700,31454985,200,2159518,2308,44935.69,16,594148,84,32026,48.78,0,5,2
Penar1,Penicillium arizonense,Penar1,396,33729052,202,2696425,5103,85174.37,10,1033882,43,101902,49.11,1,7,3
Penbr2,Penicillium brevicompactum,Penbr2,35,32114150,1176,6507975,68641,917547.14,3,5096952,9,762156,48.97,0,0,0
Penbra1,Penicillium brasilianum,Penbra1,87,35888622,1020,4658073,4657,412512.90,5,3363074,13,632285,49.12,0,0,1
Pencam1,Penicillium camemberti,Pencam1,180,35011981,1054,2612452,18653,194511.01,11,947716,45,152137,46.83,0,2,4
Pench1,Penicillium chrysogenum,Pench1,27,31340922,2067,7361419,76359,1160774.89,3,5340701,8,975839,48.60,0,0,1
Pencit1,Penicillium citreonigrum,Pencit1,105,34507973,1508,5038099,10856,328647.36,4,3858021,8,3337450,51.17,0,0,2
Pencop1,Penicillium coprophilum,Pencop1,91,28360408,202,5488300,4491,311652.84,5,2122312,13,680275,48.33,0,0,0
Pendec1,Penicillium decumbens,Pendec1,403,23940802,200,1870422,952,59406.46,11,656951,36,196525,50.23,0,1,0
Pendi1,Penicillium digitatum,Pendi1,100,25956151,964,4553353,12044,259561.51,8,878909,28,282926,48.22,0,0,1
Pendig1,Penicillium digitatum,Pendig1,561,24884312,697,346158,23760,44357.06,89,89300,286,22421,48.94,0,0,1
Penexp1,Penicillium expansum,Penexp1,270,32065046,721,1161701,20607,118759.43,27,360559,90,94642,47.57,0,2,1
Penfla1,Penicillium flavigenum,Penfla1,260,32903267,200,2003574,15316,126551.03,17,607994,67,91290,48.46,0,1,0
Penfr1,Penicillium freii,Penfr1,1923,33546389,1000,325200,3777,17444.82,167,61797,682,7846,47.41,0,17,17
Pengri1,Penicillium griseofulvum,Pengri1,92,29140916,1009,6463649,5292,316749.09,4,2267136,16,582425,47.29,0,0,0
Penita1,Penicillium italicum,Penita1,1632,30164421,201,422577,904,18483.10,82,121461,270,26026,47.26,0,14,17
Pennal1,Penicillium nalgiovense,Pennal1,1954,32980092,200,2017533,1121,16878.25,26,358239,196,13333,48.36,0,6,8
Pennord1,Penicillium nordicum,Pennord1,996,30844022,1000,391229,6581,30967.89,105,92327,349,22886,47.80,0,9,12
Penoc1,Penicillium occitanis (nom. inval.),Penoc1,1591,36251488,1004,300597,6472,22785.35,166,67126,625,12532,46.88,0,9,4
Penox1,Penicillium oxalicum,Penox1,9,30177368,26362,5959152,3634442,3353040.89,4,3855354,7,2508080,50.60,5,6,7
Penpol1,Penicillium polonicum,Penpol1,74,32376562,411,5008156,56793,437521.11,6,1891852,20,378337,47.48,1,2,1
Penro1,Penicillium roqueforti,Penro1,48,29010044,2101,8605340,9539,604375.92,2,7752559,6,1380212,47.04,0,0,0
Pensol1,Penicillium solitum,Pensol1,597,33184895,200,3081676,2173,55586.09,22,438764,81,82162,47.91,0,2,3
Penste1,Penicillium steckii,Penste1,84,32109558,226,3516887,78517,382256.64,8,1379532,26,316352,45.14,0,0,0
Pensub1,Penicillium subrubescens,Pensub1,776,39803164,201,984881,6156,51292.74,36,322902,177,30549,49.15,0,1,1
Penth1,Penicillium thymicola,Penth1,2167,33877935,1000,214956,5030,15633.56,215,45351,908,7156,47.92,0,13,13
Penvul1,Penicillium vulpinum,Penvul1,659,31032801,200,2036226,1304,47090.75,18,527732,71,90845,47.45,0,4,3
Perma1,Periconia macrospinosa,Perma1,1566,54992973,1000,1324167,6312,35116.84,101,140954,478,18263,46.38,0,10,5
Pesfi1,Pestalotiopsis fici,Pesfi1,39,51910726,2040,7233875,40221,1331044.26,5,4007484,12,2215433,48.69,1,6,5
Pestal1,Pestalotiopsis sp.,Pestal1,24,46406735,7522,6039008,1055660,1933613.96,5,4451835,14,815610,52.01,0,0,6
Petxy1,Peterozyma xylosa,Petxy1,234,12957929,200,1221071,517,55375.76,8,621758,21,207968,38.11,0,0,0
Phaal1,Phaeoacremonium minimum,Phaal1,624,47465449,202,1628638,6734,76066.42,45,334554,157,70803,49.57,0,0,3
Phaart1,Phascolomyces articulosus,Phaart1,150,47605836,1470,2713739,69659,317372.24,15,1066885,48,270998,33.60,0,0,0
Phaca1,Phanerochaete carnosa,Phaca1,1137,46293355,1992,5865343,3026,40715.35,6,3534421,18,56138,49.52,0,1,0
Phach1,Phaeomoniella chlamydospora,Phach1,702,27513354,225,648486,1375,39192.81,50,178620,160,52206,47.01,1,5,14
PhaeoFL0889_1,Phaeoacremonium sp.,PhaeoFL0889_1,56,48117814,1143,5356951,24183,859246.68,6,3656621,14,907650,51.05,0,9,7
Phapla1,Phaeosolenia platensis,Phapla1,721,59053793,1473,1888105,28043,81905.40,49,270368,353,28813,50.01,0,2,12
PhaPMI808,Phaeosphaeriaceae sp.,PhaPMI808,591,56370691,1146,1628256,27184,95381.88,45,331612,231,46530,43.12,0,9,10
Phcapit2,Phyllosticta capitalensis,Phcapit2,17,32080394,20185,4210002,1859252,1887082.00,5,2878420,12,1444870,54.58,8,15,9
Phchr2,Phanerodontia chrysosporium,Phchr2,232,35149519,1028,3273479,6537,151506.55,8,1906386,21,398176,52.55,0,0,0
Phcit1,Phyllosticta citribraziliensis,Phcit1,32,31670975,2046,3523553,712332,989717.97,7,1720616,18,598952,54.17,1,1,14
Phcitr1,Phyllosticta citrichinensis,Phcitr1,25,29162704,1269,6270332,525693,1166508.16,4,2710567,11,666826,55.07,1,1,8
Pheno1,Pyrrhoderma noxium,Pheno1,12,31444514,633854,4533208,2650818,2620376.17,4,3409718,10,1538640,41.63,0,0,0
Phiatt1,Cyphellophora attinorum,Phiatt1,131,30363635,511,1935678,22204,231783.47,12,959784,40,209079,53.56,0,7,8
Phimu1,Leotiomycetes sp.,Phimu1,43,54044039,1267,4187631,1074291,1256838.12,8,2831433,22,1074291,46.81,0,0,18
Phisc1,Mollisia scopiformis,Phisc1,71,48876257,1033,2762476,585617,688397.99,15,1331786,34,603786,47.33,0,0,1
Phisu1,Phialocephala subalpina,Phisu1,205,69693031,2010,3933241,57959,339966.00,17,1433508,60,252637,44.02,0,4,8
Phlbr1,Phlebia brevispora,Phlbr1,1645,49963746,2000,3501122,2827,30373.10,12,1314017,114,14989,48.32,0,9,4
Phlcen1,Hermanssonia centrifuga,Phlcen1,3022,34848156,200,443622,2407,11531.49,201,46299,988,5722,48.84,0,3,7
Phlgi1,Phlebiopsis gigantea,Phlgi1,573,30143925,959,612519,25892,52607.20,72,120609,260,30865,54.01,0,1,0
Phlrad1,Phlebia radiata,Phlrad1,92,40407200,5203,3403443,34279,439208.70,8,1984878,26,417318,53.31,0,8,9
Phoaln1,Flammula alnicola,Phoaln1,976,75008219,1038,1578962,30312,76852.68,93,213982,492,30137,48.41,0,2,15
Phocon1,Pholiota conissans,Phocon1,1310,43955553,1002,785608,10540,33553.86,114,100821,517,16631,47.56,0,7,19
Phohig1,Pholiota molesta,Phohig1,701,66044324,1184,1610084,35642,94214.44,65,250641,339,37248,49.36,0,1,13
Phomu1,Ectophoma multirostrata,Phomu1,78,33277225,4947,1501043,314027,426631.09,16,786235,45,258638,51.91,0,0,14
Photr1,Plenodomus tracheiphilus,Photr1,273,34242632,1096,1522370,13876,125430.89,20,532795,67,97425,51.15,0,20,11
Phy27169,Phyllosticta paracitricarpa,Phy27169,134,29529839,1481,1024085,134521,220371.93,23,510184,66,139135,54.35,0,2,4
Phybl2,Phycomyces blakesleeanus,Phybl2,80,53939167,2964,4452461,370815,674239.59,11,1515579,34,467688,35.40,0,0,0
Phycap1,Phyllosticta capitalensis,Phycap1,14,32461131,649592,4194624,1972744,2318652.21,5,2860346,12,1504935,54.58,0,0,12
Phycit1,Phyllosticta citriasiana,Phycit1,133,32696106,1142,1701136,44741,245835.38,14,807147,42,201309,51.56,0,7,8
Phycitr1,Phyllosticta citricarpa,Phycitr1,152,28952665,1940,1123092,105754,190478.06,23,440231,71,112738,54.60,0,4,8
Phycpc1,Phyllosticta sp.,Phycpc1,82,32267666,2803,2529345,223882,393508.12,13,900945,38,302317,52.56,0,0,13
Pickud1,Pichia kudriavzevii,Pickud1,5,10812555,1289138,2852272,2541747,2162511.00,2,2745854,5,1289138,38.36,0,0,0
Picme2,Pichia membranifaciens,Picme2,11,11584685,2535,2697971,628204,1053153.18,3,1676949,6,628204,44.54,0,0,0
Picpa1,Komagataella pastoris,Picpa1,4,9216378,1778296,2798491,2394163,2304094.50,2,2394163,4,1778296,41.13,0,0,0
Picst3,Scheffersomyces stipitis,Picst3,9,15441079,979380,2740984,1725948,1715675.44,4,1803401,8,1114415,41.14,0,0,0
Pieho1_1,Piedraia hortae,Pieho1_1,132,16946159,1659,726567,75477,128379.99,22,260314,71,67429,51.90,0,0,0
Pilano1,Pilaira anomala,Pilano1,359,34898111,1026,1307520,15939,97209.22,27,376588,110,60216,32.54,0,3,0
Pilcr1,Piloderma olivaceum,Pilcr1,715,59326866,1014,1656816,7382,82974.64,33,529349,143,60364,40.81,0,1,1
Pilidi1,Coniella lustricola,Pilidi1,634,36564510,1002,707536,26652,57672.73,76,140630,299,29206,51.58,0,9,7
Pilumb1,Pilobolus umbonatus,Pilumb1,496,34772712,1707,2834051,15830,70106.27,20,424038,173,24660,37.07,0,0,4
